component_name,component_group_name,meta_value,ID_11_rep1,ID_11_rep2,ID_13_rep1,ID_13_rep2,ID_15_rep1,ID_15_rep2,ID_17_rep1,ID_17_rep2,ID_19_rep1,ID_19_rep2,ID_1_rep1,ID_1_rep2,ID_21_rep1,ID_21_rep2,ID_23_rep1,ID_23_rep2,ID_25_rep1,ID_25_rep2,ID_27_rep1,ID_27_rep2,ID_29_rep1,ID_29_rep2,ID_31_rep1,ID_31_rep2,ID_33_rep1,ID_33_rep2,ID_35_rep1,ID_35_rep2,ID_37_rep1,ID_37_rep2,ID_39_rep1,ID_39_rep2,ID_3_rep1,ID_3_rep2,ID_41_rep1,ID_41_rep2,ID_43_rep1,ID_43_rep2,ID_45_rep1,ID_45_rep2,ID_47_rep1,ID_47_rep2,ID_49_rep1,ID_49_rep2,ID_51_rep1,ID_51_rep2,ID_5_rep1,ID_5_rep2,ID_7_rep1,ID_7_rep2,ID_9_rep1,ID_9_rep2
Ala_263,Ala_260,RT,261.609711,261.579773,261.624207,261.547424,261.607056,261.636383,261.590546,261.532776,261.677521,261.638092,262.189758,261.585114,261.570709,261.561737,261.603760,261.619812,261.595856,261.622559,261.630676,261.638000,261.609039,261.633057,261.526978,261.586060,261.605225,261.530090,261.598846,261.596222,261.546783,261.561279,261.562500,261.550262,261.643341,261.613953,261.612701,261.583405,261.470337,261.485504,261.576874,261.583893,261.590424,261.476959,261.487518,261.507568,261.528259,261.511414,261.548279,261.626740,261.588165,261.550232,261.616577,261.616760
Ala_263,Ala_260,absolute_difference,0.025387,0.025275,0.025726,0.025836,0.025208,0.025784,0.025620,0.025257,0.025747,0.026009,0.000717,0.000339,0.025294,0.025173,0.024357,0.025020,0.025902,0.025118,0.025235,0.024823,0.025066,0.025691,0.025919,0.025604,0.025155,0.024495,0.025285,0.025663,0.025154,0.025177,0.025579,0.026478,0.024386,0.024229,0.024991,0.024593,0.025953,0.025329,0.025311,0.025700,0.025550,0.026017,0.025858,0.026072,0.026264,0.025751,0.024776,0.024686,0.025646,0.025695,0.024982,0.024028
Ala_263,Ala_260,peak_apex_int,0.035992,0.035880,0.036330,0.036440,0.035812,0.036388,0.036224,0.035861,0.036351,0.036614,0.011321,0.010944,0.035898,0.035778,0.034961,0.035624,0.036506,0.035723,0.035839,0.035427,0.035670,0.036295,0.036524,0.036208,0.035759,0.035100,0.035889,0.036267,0.035758,0.035781,0.036184,0.037082,0.034991,0.034833,0.035595,0.035197,0.036558,0.035934,0.035915,0.036304,0.036154,0.036621,0.036462,0.036677,0.036869,0.036355,0.035380,0.035290,0.036250,0.036300,0.035586,0.034632
Asp_302,Asp_302,RT,727.457703,727.380066,727.377319,727.379333,727.516541,727.425049,727.553467,727.382324,727.408875,727.420593,727.946594,727.342896,727.406006,727.380371,727.343506,727.409729,727.476318,727.473206,727.290894,727.299805,727.449646,727.483643,727.456909,727.428589,727.411987,727.436523,727.330750,727.419739,727.397827,727.445068,727.173096,727.267029,727.407654,727.408386,727.453064,727.348511,727.330688,727.321411,727.339722,727.366333,727.352661,727.406189,727.335022,727.313843,727.327271,727.352844,727.270935,727.372498,727.462830,727.358948,727.356323,727.358521
Asp_302,Asp_302,absolute_difference,0.181195,0.178135,0.182053,0.181785,0.179769,0.183297,0.187603,0.186127,0.184123,0.184593,0.015876,0.013093,0.185328,0.181885,0.183091,0.184033,0.185157,0.183638,0.184557,0.187597,0.183239,0.180684,0.179639,0.179562,0.179267,0.173770,0.174717,0.174538,0.179480,0.177556,0.172450,0.178204,0.164699,0.166611,0.176471,0.172222,0.175908,0.173596,0.171099,0.166444,0.177592,0.180053,0.168974,0.168717,0.168249,0.166391,0.176607,0.173669,0.183427,0.183471,0.178336,0.177950
Asp_302,Asp_302,peak_apex_int,0.552575,0.555635,0.551718,0.551985,0.554002,0.550474,0.546167,0.547644,0.549647,0.549178,0.717895,0.720677,0.548442,0.551886,0.550680,0.549738,0.548614,0.550133,0.549213,0.546173,0.550531,0.553086,0.554131,0.554209,0.554504,0.560001,0.559053,0.559233,0.554291,0.556215,0.561321,0.555567,0.569072,0.567159,0.557299,0.561548,0.557862,0.560174,0.562671,0.567327,0.556178,0.553718,0.564796,0.565053,0.565522,0.567379,0.557164,0.560102,0.550344,0.550299,0.555435,0.555821
Asp_303,Asp_302,RT,727.457703,727.380066,727.377319,727.379333,727.516541,727.425049,727.553467,727.382324,727.408875,727.420593,727.946594,727.342896,727.406006,727.380371,727.343506,727.409729,727.476318,727.473206,727.290894,727.299805,727.449646,727.483643,727.456909,727.428589,727.411987,727.436523,727.330750,727.419739,727.397827,727.445068,727.173096,727.267029,727.407654,727.408386,727.453064,727.348511,727.330688,727.321411,727.339722,727.366333,727.352661,727.406189,727.335022,727.313843,727.327271,727.352844,727.270935,727.372498,727.462830,727.358948,727.356323,727.358521
Asp_303,Asp_302,absolute_difference,0.138666,0.136432,0.139365,0.138378,0.136797,0.139504,0.142545,0.141586,0.141387,0.141659,0.009806,0.008221,0.143330,0.139233,0.142244,0.140472,0.142647,0.141709,0.141892,0.144195,0.140772,0.139061,0.136817,0.137077,0.138627,0.132436,0.134268,0.133478,0.138139,0.134936,0.128847,0.134875,0.125506,0.126773,0.135619,0.131346,0.133142,0.133319,0.131409,0.127925,0.136412,0.138297,0.129512,0.128677,0.129017,0.127708,0.135038,0.133582,0.140146,0.139927,0.134259,0.138128
Asp_303,Asp_302,peak_apex_int,0.330067,0.327834,0.330766,0.329780,0.328199,0.330906,0.333947,0.332988,0.332789,0.333061,0.201208,0.199622,0.334731,0.330634,0.333646,0.331873,0.334049,0.333111,0.333294,0.335597,0.332173,0.330462,0.328218,0.328479,0.330028,0.323837,0.325669,0.324879,0.329540,0.326337,0.320249,0.326276,0.316907,0.318175,0.327020,0.322748,0.324544,0.324720,0.322810,0.319327,0.327814,0.329698,0.320914,0.320078,0.320418,0.319109,0.326440,0.324984,0.331548,0.331329,0.325661,0.329530
Asp_304,Asp_302,RT,727.457703,727.380066,727.377319,727.379333,727.516541,727.425049,727.553467,727.382324,727.408875,727.420593,727.946594,727.342896,727.406006,727.380371,727.343506,727.409729,727.476318,727.473206,727.290894,727.299805,727.449646,727.483643,727.456909,727.428589,727.411987,727.436523,727.330750,727.419739,727.397827,727.445068,727.173096,727.267029,727.407654,727.408386,727.453064,727.348511,727.330688,727.321411,727.339722,727.366333,727.352661,727.406189,727.335022,727.313843,727.327271,727.352844,727.270935,727.372498,727.462830,727.358948,727.356323,727.358521
Asp_304,Asp_302,absolute_difference,0.042530,0.041703,0.042688,0.043407,0.042972,0.043792,0.045058,0.044541,0.042736,0.042934,0.006069,0.004873,0.041998,0.042652,0.040847,0.043561,0.042510,0.041929,0.042665,0.043402,0.042468,0.041624,0.042822,0.042485,0.040640,0.041334,0.040450,0.041060,0.041341,0.042620,0.043603,0.043329,0.039193,0.039838,0.040853,0.040876,0.042766,0.040278,0.039691,0.038518,0.041180,0.041756,0.039462,0.040041,0.039232,0.038684,0.041569,0.040086,0.043281,0.043544,0.044077,0.039821
Asp_304,Asp_302,peak_apex_int,0.117358,0.116531,0.117516,0.118235,0.117800,0.118620,0.119886,0.119369,0.117564,0.117762,0.080897,0.079701,0.116826,0.117480,0.115675,0.118389,0.117338,0.116757,0.117493,0.118230,0.117295,0.116452,0.117650,0.117313,0.115468,0.116162,0.115278,0.115888,0.116169,0.117448,0.118431,0.118157,0.114021,0.114666,0.115681,0.115704,0.117594,0.115106,0.114519,0.113346,0.116008,0.116584,0.114290,0.114869,0.114060,0.113511,0.116397,0.114914,0.118109,0.118372,0.118905,0.114649
Asp_390,Asp_390,RT,727.540161,727.421021,727.380737,727.380737,727.529846,727.407715,727.571716,727.411987,727.436768,727.467773,728.149292,727.391418,727.477356,727.434021,727.402710,727.371094,727.534241,727.515320,727.375244,727.379517,727.474792,727.511658,727.479004,727.486145,727.401672,727.510437,727.386841,727.469116,727.454285,727.540588,727.280701,727.254639,727.430115,727.454773,727.437622,727.412598,727.386841,727.364990,727.392212,727.477905,727.361572,727.348206,727.310608,727.314026,727.387268,727.483215,727.316162,727.376038,727.432800,727.401917,727.346313,727.334473
Asp_390,Asp_390,absolute_difference,0.314102,0.311083,0.309693,0.310141,0.309633,0.312083,0.310330,0.312045,0.315038,0.312933,0.004673,0.001789,0.311616,0.312197,0.311372,0.317011,0.317742,0.315579,0.312419,0.312589,0.311821,0.310730,0.309462,0.310030,0.316518,0.309480,0.308546,0.308126,0.309835,0.308683,0.303161,0.303833,0.298597,0.294745,0.307328,0.309547,0.308707,0.307638,0.307299,0.302120,0.313267,0.311481,0.309276,0.309538,0.311210,0.308456,0.303523,0.300435,0.307634,0.311450,0.308099,0.312836
Asp_390,Asp_390,peak_apex_int,0.333497,0.336515,0.337905,0.337457,0.337965,0.335515,0.337269,0.335553,0.332561,0.334665,0.642926,0.645809,0.335983,0.335401,0.336226,0.330588,0.329856,0.332020,0.335180,0.335009,0.335777,0.336869,0.338137,0.337568,0.331081,0.338119,0.339052,0.339472,0.337763,0.338915,0.344438,0.343765,0.349001,0.352853,0.340270,0.338051,0.338891,0.339960,0.340299,0.345479,0.334331,0.336117,0.338322,0.338060,0.336388,0.339142,0.344076,0.347163,0.339964,0.336148,0.339499,0.334762
Asp_391,Asp_390,RT,727.540161,727.421021,727.380737,727.380737,727.529846,727.407715,727.571716,727.411987,727.436768,727.467773,728.149292,727.391418,727.477356,727.434021,727.402710,727.371094,727.534241,727.515320,727.375244,727.379517,727.474792,727.511658,727.479004,727.486145,727.401672,727.510437,727.386841,727.469116,727.454285,727.540588,727.280701,727.254639,727.430115,727.454773,727.437622,727.412598,727.386841,727.364990,727.392212,727.477905,727.361572,727.348206,727.310608,727.314026,727.387268,727.483215,727.316162,727.376038,727.432800,727.401917,727.346313,727.334473
Asp_391,Asp_390,absolute_difference,0.179907,0.174672,0.175568,0.176333,0.174921,0.175701,0.172855,0.175518,0.177113,0.174138,0.004304,0.003205,0.176022,0.175578,0.175011,0.178512,0.181492,0.178806,0.172542,0.176070,0.175352,0.176967,0.173406,0.175009,0.179725,0.178106,0.177268,0.174263,0.174994,0.173322,0.168475,0.172336,0.174037,0.170330,0.175871,0.177708,0.177664,0.175201,0.176462,0.171545,0.177448,0.179286,0.179277,0.181952,0.182561,0.180128,0.174294,0.169801,0.170467,0.175143,0.176929,0.182722
Asp_391,Asp_390,peak_apex_int,0.403484,0.398249,0.399145,0.399910,0.398498,0.399278,0.396431,0.399095,0.400689,0.397714,0.227881,0.226782,0.399598,0.399154,0.398588,0.402089,0.405069,0.402383,0.396119,0.399647,0.398929,0.400544,0.396983,0.398586,0.403302,0.401682,0.400845,0.397840,0.398571,0.396899,0.392052,0.395913,0.397614,0.393907,0.399448,0.401285,0.401241,0.398778,0.400039,0.395122,0.401025,0.402863,0.402854,0.405529,0.406138,0.403704,0.397871,0.393378,0.394044,0.398720,0.400505,0.406299
Asp_392,Asp_390,RT,727.540161,727.421021,727.380737,727.380737,727.529846,727.407715,727.571716,727.411987,727.436768,727.467773,728.149292,727.391418,727.477356,727.434021,727.402710,727.371094,727.534241,727.515320,727.375244,727.379517,727.474792,727.511658,727.479004,727.486145,727.401672,727.510437,727.386841,727.469116,727.454285,727.540588,727.280701,727.254639,727.430115,727.454773,727.437622,727.412598,727.386841,727.364990,727.392212,727.477905,727.361572,727.348206,727.310608,727.314026,727.387268,727.483215,727.316162,727.376038,727.432800,727.401917,727.346313,727.334473
Asp_392,Asp_390,absolute_difference,0.086591,0.087768,0.085842,0.086624,0.087289,0.087913,0.088498,0.088391,0.088830,0.088414,0.000202,0.001633,0.089162,0.088733,0.087579,0.091833,0.089490,0.089211,0.088045,0.088622,0.088434,0.086438,0.088508,0.087647,0.088185,0.081987,0.084511,0.086101,0.087477,0.088669,0.093131,0.086264,0.081148,0.080913,0.083588,0.085130,0.085222,0.086118,0.084472,0.083277,0.088092,0.084916,0.083037,0.081558,0.083362,0.081361,0.083840,0.084487,0.088439,0.088787,0.082213,0.081585
Asp_392,Asp_390,peak_apex_int,0.191352,0.192528,0.190603,0.191384,0.192050,0.192673,0.193259,0.193152,0.193590,0.193175,0.104963,0.103127,0.193923,0.193493,0.192340,0.196594,0.194251,0.193972,0.192806,0.193383,0.193194,0.191199,0.193269,0.192408,0.192946,0.186748,0.189271,0.190862,0.192238,0.193430,0.197892,0.191025,0.185909,0.185674,0.188348,0.189890,0.189982,0.190878,0.189233,0.188038,0.192853,0.189677,0.187798,0.186318,0.188122,0.186122,0.188601,0.189247,0.193200,0.193548,0.186973,0.186346
Asp_393,Asp_390,RT,727.540161,727.421021,727.380737,727.380737,727.529846,727.407715,727.571716,727.411987,727.436768,727.467773,728.149292,727.391418,727.477356,727.434021,727.402710,727.371094,727.534241,727.515320,727.375244,727.379517,727.474792,727.511658,727.479004,727.486145,727.401672,727.510437,727.386841,727.469116,727.454285,727.540588,727.280701,727.254639,727.430115,727.454773,727.437622,727.412598,727.386841,727.364990,727.392212,727.477905,727.361572,727.348206,727.310608,727.314026,727.387268,727.483215,727.316162,727.376038,727.432800,727.401917,727.346313,727.334473
Asp_393,Asp_390,absolute_difference,0.047604,0.048643,0.048283,0.047184,0.047423,0.048470,0.048977,0.048136,0.049095,0.050382,0.000166,0.000217,0.046432,0.047887,0.048781,0.046665,0.046760,0.047562,0.051831,0.047897,0.048036,0.047324,0.047548,0.047374,0.048607,0.049387,0.046767,0.047762,0.047365,0.046692,0.041555,0.045233,0.043412,0.043502,0.047870,0.046710,0.045821,0.046320,0.046365,0.047297,0.047727,0.047278,0.046961,0.046028,0.045287,0.046967,0.045389,0.046147,0.048728,0.047520,0.048958,0.048529
Asp_393,Asp_390,peak_apex_int,0.071668,0.072707,0.072347,0.071248,0.071487,0.072534,0.073041,0.072200,0.073160,0.074446,0.024230,0.024281,0.070496,0.071951,0.072846,0.070730,0.070824,0.071626,0.075896,0.071962,0.072100,0.071389,0.071612,0.071438,0.072671,0.073451,0.070831,0.071826,0.071429,0.070756,0.065619,0.069297,0.067477,0.067566,0.071934,0.070774,0.069885,0.070384,0.070429,0.071362,0.071792,0.071343,0.071026,0.070093,0.069351,0.071032,0.069453,0.070212,0.072792,0.071584,0.073022,0.072593
Asp_418,Asp_418,RT,727.554077,727.429199,727.399841,727.463440,727.509033,727.450256,727.611389,727.424072,727.483459,727.436462,727.983154,727.455750,727.501160,727.462891,727.393494,727.467896,727.544800,727.488953,727.361633,727.399536,727.510437,727.534790,727.497009,727.442017,727.448059,727.490112,727.462036,727.488647,727.483032,727.487122,727.332092,727.365540,727.518677,727.513611,727.443298,727.405334,727.360291,727.358948,727.419373,727.421814,727.405579,727.402466,727.346863,727.411926,727.397461,727.422607,727.328613,727.414734,727.491699,727.413940,727.403931,727.394470
Asp_418,Asp_418,absolute_difference,0.338268,0.338555,0.336021,0.337849,0.334658,0.336298,0.336999,0.338991,0.339793,0.340380,0.003981,0.004849,0.338268,0.341120,0.343164,0.343315,0.341479,0.342026,0.340017,0.345280,0.337984,0.337417,0.333320,0.334260,0.339248,0.341597,0.334547,0.333565,0.335131,0.333075,0.331998,0.329561,0.319867,0.322448,0.333550,0.335289,0.331595,0.331477,0.331504,0.331229,0.337702,0.334657,0.332868,0.336449,0.333751,0.333315,0.327282,0.332021,0.334993,0.335446,0.329185,0.334914
Asp_418,Asp_418,peak_apex_int,0.297328,0.297041,0.299575,0.297747,0.300938,0.299298,0.298597,0.296605,0.295804,0.295216,0.631615,0.630747,0.297328,0.294476,0.292432,0.292281,0.294117,0.293570,0.295579,0.290317,0.297612,0.298179,0.302276,0.301337,0.296348,0.294000,0.301049,0.302031,0.300466,0.302521,0.303598,0.306036,0.315729,0.313148,0.302046,0.300307,0.304002,0.304119,0.304093,0.304368,0.297894,0.300939,0.302729,0.299148,0.301846,0.302282,0.308315,0.303575,0.300603,0.300151,0.306411,0.300682
Asp_419,Asp_418,RT,727.554077,727.429199,727.399841,727.463440,727.509033,727.450256,727.611389,727.424072,727.483459,727.436462,727.983154,727.455750,727.501160,727.462891,727.393494,727.467896,727.544800,727.488953,727.361633,727.399536,727.510437,727.534790,727.497009,727.442017,727.448059,727.490112,727.462036,727.488647,727.483032,727.487122,727.332092,727.365540,727.518677,727.513611,727.443298,727.405334,727.360291,727.358948,727.419373,727.421814,727.405579,727.402466,727.346863,727.411926,727.397461,727.422607,727.328613,727.414734,727.491699,727.413940,727.403931,727.394470
